"id","cat","1","pa","name","fg_key"
"519443","pitcher",-7.00970319283256e-38,198,"Brandon Workman","11428"
"519455","pitcher",-1.97833768498043e-38,58,"Jordan Zimmermann","4505"
"520980","pitcher",4.97853969925244e-38,140,"Pedro Baez","5420"
"521230","pitcher",6.50054474573956e-38,210,"Liam Hendriks","3548"
"521655","pitcher",-4.7652001900431e-38,170,"Wilmer Font","5257"
"523253","pitcher",-5.97662700110877e-38,12,"Logan Forsythe","7185"
"523260","pitcher",1.01538506961088e-38,86,"Joe Kelly","9761"
"527048","pitcher",-6.14577769218657e-39,526,"Martin Perez","6902"
"527054","pitcher",-1.04353515560612e-37,298,"Julio Teheran","6797"
"528748","pitcher",-1.83009185859201e-39,102,"Humberto Castellanos",NA
"532077","pitcher",2.19992662153214e-38,32,"Roberto Osuna","13764"
"533167","pitcher",-8.38969272165604e-39,252,"Matt Shoemaker","4776"
"534910","pitcher",9.1531166669212e-38,130,"Jesse Hahn","13287"
"541640","pitcher",1.55132088723041e-38,106,"Erasmo Ramirez","10314"
"542585","pitcher",8.37444825306464e-39,246,"Jose Cisnero","6399"
"542881","pitcher",-1.28600462613568e-38,520,"Tyler Anderson","12880"
"542882","pitcher",2.95034335808138e-38,252,"Matt Andriese","12022"
"542888","pitcher",4.02906318350042e-38,114,"Shawn Armstrong","12857"
"542914","pitcher",9.78531310907079e-38,204,"Anthony Bass","7982"
"542947","pitcher",2.0526353879928e-38,138,"Richard Bleier","7803"
"542960","pitcher",-1.34964062170426e-38,118,"Brad Brach","6627"
"543022","pitcher",-2.55204029812537e-38,172,"Tyler Chatwood","4338"
"543037","pitcher",5.53495968999774e-38,630,"Gerrit Cole","13125"
"543056","pitcher",-4.30637227563711e-38,26,"Danny Coulombe","13293"
"543101","pitcher",-5.72861800596119e-38,316,"Anthony DeSclafani","13050"
"543118","pitcher",5.44387387764346e-38,88,"Oliver Drake","8823"
"543135","pitcher",9.19653869149705e-39,398,"Nathan Eovaldi","9132"
"543208","pitcher",-1.13146462672984e-37,34,"Sam Gaviglio","12778"
"543219","pitcher",-6.53396742915658e-38,48,"Sean Gilmartin","12781"
"543243","pitcher",1.95632561053272e-38,470,"Sonny Gray","12768"
"543272","pitcher",6.5228761491002e-38,184,"Brad Hand","9111"
