"id","cat","1","pa","name","fg_key"
282332,"pitcher",0.00139605622371525,473,"CC Sabathia","404"
407845,"pitcher",-6.53678741843891e-05,235,"Fernando Rodney","494"
424144,"pitcher",0.0144129264800998,171,"Oliver Perez","1514"
425772,"pitcher",-0.0208300298818527,9,"Jeff Mathis","3448"
425794,"pitcher",-0.00162721299490883,803,"Adam Wainwright","2233"
425844,"pitcher",0.00761635334256671,915,"Zack Greinke","1943"
429719,"pitcher",-0.0244651863775381,338,"Edwin Jackson","1841"
429722,"pitcher",-0.0421190962908294,64,"Ervin Santana","3200"
430935,"pitcher",-0.00196116714401227,617,"Cole Hamels","4972"
431145,"pitcher",0.0352044714187855,13,"Russell Martin","4616"
433587,"pitcher",-0.0133139382426323,326,"Felix Hernandez","4772"
433589,"pitcher",0.0137166733370947,318,"Yusmeiro Petit","4020"
434378,"pitcher",0.0173257540286347,994,"Justin Verlander","8700"
434538,"pitcher",0.00473797939401446,301,"Francisco Liriano","3201"
434671,"pitcher",0.00250002076012119,777,"Anibal Sanchez","3284"
434778,"pitcher",-0.0448073449668998,7,"Kendrys Morales","8610"
435043,"pitcher",-0.0156529080928461,105,"Zach Duke","3840"
435079,"pitcher",-0.0947250606833764,6,"Ian Kinsler","6195"
435622,"pitcher",0.0039510754728961,4,"Ian Desmond","6885"
444468,"pitcher",0.00161232235619242,266,"Hector Rondon","2391"
445197,"pitcher",0.00410098820114678,76,"Mike Dunn","9948"
445213,"pitcher",0.00872215177190769,224,"Brandon Kintzler","9939"
445276,"pitcher",0.015117572597563,268,"Kenley Jansen","3096"
445926,"pitcher",-0.00499408198008188,338,"Jesse Chavez","5448"
446321,"pitcher",-0.0160442911283541,312,"Ross Detwiler","2859"
446372,"pitcher",-0.00404931551311359,168,"Corey Kluber","2429"
446481,"pitcher",0.0418728608829619,4,"Sean Rodriguez","6589"
448179,"pitcher",0.0149227610464367,254,"Rich Hill","4806"
448281,"pitcher",0.00352238828128141,295,"Sean Doolittle","1581"
448602,"pitcher",0.00902120500020631,7,"Mark Reynolds","7619"
448609,"pitcher",-0.00618479011026451,92,"Tony Sipp","8280"
448614,"pitcher",-0.0251112726521589,29,"Carlos Torres","7624"
448801,"pitcher",-0.0956557395429171,5,"Chris Davis","9272"
448855,"pitcher",0.00469574294413906,342,"Junior Guerra","5702"
450172,"pitcher",-0.0192829042974114,75,"Edinson Volquez","3990"
450203,"pitcher",0.0130426930510903,833,"Charlie Morton","4676"
450212,"pitcher",-0.0129472945417125,78,"Pat Neshek","4682"
450306,"pitcher",-0.00146012206225601,647,"Jason Vargas","8044"
450314,"pitcher",-0.00463334677527023,5,"Ben Zobrist","7435"
451584,"pitcher",-0.0119712702902335,206,"Wade Davis","7441"
452657,"pitcher",-0.00486390779940472,765,"Jon Lester","4930"
453172,"pitcher",0.00024105903714085,288,"Jared Hughes","9325"
453178,"pitcher",0.0139390926743647,265,"Ian Kennedy","6986"
453192,"pitcher",0.00431190781980178,252,"Andrew Miller","6785"
453214,"pitcher",-0.0398013987966133,33,"Steven Wright","8185"
453265,"pitcher",0.000198449479953552,230,"Tony Watson","3132"
