"id","cat","X1","pa","name","fg_key"
520471,"batter",-0.0101884626492772,589,"Freddy Galvis",6609
521655,"batter",-0.0705591085678778,4,"Wilmer Font",5257
523253,"batter",0.00149500723273164,367,"Logan Forsythe",7185
523260,"batter",-0.0908009761031759,3,"Joe Kelly",9761
527038,"batter",0.00569798917266908,285,"Wilmer Flores",5827
527048,"batter",-0.09068658897703,3,"Martin Perez",6902
527049,"batter",-0.0023953338282755,146,"Cesar Puello",7216
527054,"batter",-0.0524901819127224,61,"Julio Teheran",6797
534606,"batter",0.0112406956953928,26,"Ryan LaMarre",10700
541600,"batter",-0.0178324322321841,89,"Wilfredo Tovar",10416
541645,"batter",0.00479792562169293,549,"Avisail Garcia",5760
541650,"batter",-0.0171768051711767,246,"Hernan Perez",5751
542255,"batter",-0.008589064489624,228,"Ender Inciarte",4922
542303,"batter",0.0186797671462732,587,"Marcell Ozuna",10324
542340,"batter",-0.00211831297038883,714,"Jonathan Villar",10071
542364,"batter",-0.0124887979275639,99,"Rafael Ortega",10323
542436,"batter",-0.0173947313528612,24,"Cristhian Adames",6013
542454,"batter",0.0075195537133026,509,"Danny Santana",10322
542583,"batter",0.00697811071021116,371,"Jesus Aguilar",11342
542881,"batter",-0.05117541894769,8,"Tyler Anderson",12880
542882,"batter",-0.0763801686203578,6,"Matt Andriese",12022
542921,"batter",-0.00371804571708169,328,"Tim Beckham",7949
542932,"batter",-0.00233913521784286,287,"Jon Berti",12037
542960,"batter",0.0113966560530568,5,"Brad Brach",6627
542963,"batter",-0.0889703261554538,1,"Rob Brantly",10655
542979,"batter",-0.0273791596151214,230,"Keon Broxton",9253
543001,"batter",-0.0878351227556635,2,"Ryan Carpenter",12699
543022,"batter",-0.0456861242664302,21,"Tyler Chatwood",4338
543037,"batter",-0.0784338101159463,10,"Gerrit Cole",13125
543045,"batter",-0.0521204731794057,1,"Adam Conley",14457
543063,"batter",-0.0020712786133345,557,"Brandon Crawford",5343
543068,"batter",0.0138323513445213,502,"C. J. Cron",12546
543089,"batter",0.00624934873157367,20,"Taylor Davis",12782
543101,"batter",-0.0587865274765902,57,"Anthony DeSclafani",13050
543105,"batter",0.00787630159885,189,"Alex Dickerson",12649
543118,"batter",-0.00202887095804049,1,"Oliver Drake",8823
543135,"batter",-0.0473237539071398,2,"Nathan Eovaldi",9132
543148,"batter",-0.008448810347144,83,"Tim Federowicz",8609
543193,"batter",0.00349003816336854,4,"Drew Gagnon",12545
543194,"batter",-0.027637633958974,54,"Isaac Galloway",5238
543228,"batter",-0.00718889968023941,383,"Yan Gomes",9627
543243,"batter",-0.04987173479304,60,"Sonny Gray",12768
543257,"batter",0.000577233329240111,485,"Robbie Grossman",5254
543281,"batter",-0.0110893207994768,147,"Josh Harrison",8202
543294,"batter",-0.0473416243015164,64,"Kyle Hendricks",12049
543302,"batter",-0.00673458202705183,94,"Chris Herrmann",9284
543305,"batter",-0.0030864888178342,272,"Aaron Hicks",5297
543308,"batter",-0.0197754481220277,333,"John Hicks",12547
543309,"batter",-0.0306348668892392,57,"Kyle Higashioka",5517
543333,"batter",-0.00305006658097915,665,"Eric Hosmer",3516
543351,"batter",-0.0926682827337344,2,"Jay Jackson",7432
543376,"batter",-0.0167674529150736,41,"Caleb Joseph",7087
543377,"batter",-0.0243332137357847,68,"Corban Joseph",5503
543401,"batter",-0.00159013845586978,509,"Jason Kipnis",9776
543432,"batter",-0.00335820801184339,19,"Ryan Lavarnway",8879
543475,"batter",-0.0548987470922304,48,"Jordan Lyles",7593
543484,"batter",-0.0379976069626423,25,"Mikie Mahtook",13130
543510,"batter",0.00227205601554419,476,"James McCann",12859
543532,"batter",-0.0523916063245221,10,"Tim Melville",9149
543543,"batter",0.00792356487312847,170,"Brad Miller",12775
543548,"batter",-0.0719610599315807,2,"Tommy Milone",7608
543557,"batter",-0.0490802606229686,6,"Mike Montgomery",4869
543592,"batter",-0.00518676151295335,267,"Austin Nola",15941
543606,"batter",0.0150282108957979,3,"Jake Odorizzi",6397
543685,"batter",0.0262752449929792,711,"Anthony Rendon",12861
543699,"batter",-0.035837265030255,34,"Tanner Roark",8753
543760,"batter",0.0111048080741826,750,"Marcus Semien",12533
543768,"batter",-0.00835419611908194,268,"Travis Shaw",11982
543776,"batter",-0.00334681440053718,57,"JB Shuck",6677
543807,"batter",0.0211658263377534,640,"George Springer",12856
543829,"batter",-0.018553028590005,422,"Dee Strange-Gordon",8203
543877,"batter",-0.000708213177489604,518,"Christian Vazquez",9774
543883,"batter",-0.0887258846177486,3,"Nick Vincent",7555
543939,"batter",-0.00520912645316866,582,"Kolten Wong",12532
544369,"batter",-0.00827896917949952,378,"Didi Gregorius",6012
544725,"batter",-0.0164479465360737,618,"Leury Garcia",5913
544928,"batter",-0.0761418198701774,1,"Tyler Lyons",11334
544931,"batter",-0.0326307477576228,88,"Stephen Strasburg",10131
545121,"batter",-0.00867719592212042,211,"Ildemaro Vargas",13324
545333,"batter",-0.0454761805823082,22,"Trevor Bauer",12703
545341,"batter",-0.00446722821989174,630,"Randal Grichuk",10243
545350,"batter",-0.0188762418661942,331,"Jake Marisnick",11339
545358,"batter",-0.0207383239993189,147,"Max Stassi",10059
545361,"batter",0.0383513902209009,586,"Mike Trout",10155
546318,"batter",-0.0115904017490278,139,"Odubel Herrera",11476
546990,"batter",-0.0325990443251473,30,"Anthony Alford",14329
546991,"batter",-0.0111881383423999,359,"Albert Almora",14109
547004,"batter",-0.00622570145869535,413,"Rio Ruiz",14103
547170,"batter",-0.0164360598507996,68,"Nick Delmonico",13157
547172,"batter",-0.00846012999304634,408,"Tony Wolters",11470
547179,"batter",-0.0121136152119485,53,"Michael Lorenzen",14843
547180,"batter",0.0193779721386684,672,"Bryce Harper",11579
547379,"batter",-0.000117354879316473,450,"Roberto Perez",2900
547888,"batter",-0.0551992618468488,1,"Masahiro Tanaka",15764
547943,"batter",-0.0419454697389347,69,"Hyun Jin Ryu",14444
547982,"batter",-0.0174264580369575,265,"Leonys Martín",11846
547989,"batter",0.0113470104573374,690,"José Abreu",15676
548389,"batter",-0.0404252063750793,24,"Ross Stripling",13273
553869,"batter",-0.0107387066040845,332,"Elias Diaz",11680
553878,"batter",-0.0611868739167374,2,"Felipe Vazquez",12076
553882,"batter",0.00285066511328711,482,"Omar Narvaez",13338
553902,"batter",0.00256456080050923,205,"Willians Astudillo",15608
553993,"batter",0.0121507480279942,659,"Eugenio Suarez",12552
